,,,,,All Type of Report (All Grades) for 01-Jan-2023 to 25-Feb-2026,,,,
Maharashtra,Mumbai,Vashi New Mumbai APMC,Vegetables,Potato,01-04-2025,1196.10,Metric Tonnes,1400.00,Rs./Quintal
Maharashtra,Mumbai,Vashi New Mumbai APMC,Vegetables,Potato,02-04-2025,770.90,Metric Tonnes,1550.00,Rs./Quintal
Maharashtra,Mumbai,Vashi New Mumbai APMC,Vegetables,Potato,03-04-2025,929.50,Metric Tonnes,1650.00,Rs./Quintal
Maharashtra,Mumbai,Vashi New Mumbai APMC,Vegetables,Potato,04-04-2025,1051.20,Metric Tonnes,1450.00,Rs./Quintal
Maharashtra,Mumbai,Vashi New Mumbai APMC,Vegetables,Potato,05-04-2025,1250.50,Metric Tonnes,1550.00,Rs./Quintal
Maharashtra,Mumbai,Vashi New Mumbai APMC,Vegetables,Potato,07-04-2025,1523.50,Metric Tonnes,1500.00,Rs./Quintal
Maharashtra,Mumbai,Vashi New Mumbai APMC,Vegetables,Potato,08-04-2025,1038.00,Metric Tonnes,1600.00,Rs./Quintal
Maharashtra,Mumbai,Vashi New Mumbai APMC,Vegetables,Potato,09-04-2025,1188.60,Metric Tonnes,1450.00,Rs./Quintal
Maharashtra,Mumbai,Vashi New Mumbai APMC,Vegetables,Potato,10-04-2025,568.40,Metric Tonnes,1550.00,Rs./Quintal
Maharashtra,Mumbai,Vashi New Mumbai APMC,Vegetables,Potato,11-04-2025,1363.10,Metric Tonnes,1350.00,Rs./Quintal
Maharashtra,Mumbai,Vashi New Mumbai APMC,Vegetables,Potato,14-04-2025,848.60,Metric Tonnes,1350.00,Rs./Quintal
Maharashtra,Mumbai,Vashi New Mumbai APMC,Vegetables,Potato,15-04-2025,676.30,Metric Tonnes,1450.00,Rs./Quintal
Maharashtra,Mumbai,Vashi New Mumbai APMC,Vegetables,Potato,16-04-2025,768.40,Metric Tonnes,1400.00,Rs./Quintal
Maharashtra,Mumbai,Vashi New Mumbai APMC,Vegetables,Potato,17-04-2025,576.40,Metric Tonnes,1450.00,Rs./Quintal
Maharashtra,Mumbai,Vashi New Mumbai APMC,Vegetables,Potato,18-04-2025,1061.00,Metric Tonnes,1450.00,Rs./Quintal
Maharashtra,Mumbai,Vashi New Mumbai APMC,Vegetables,Potato,19-04-2025,984.30,Metric Tonnes,1400.00,Rs./Quintal
Maharashtra,Mumbai,Vashi New Mumbai APMC,Vegetables,Potato,21-04-2025,1277.40,Metric Tonnes,1500.00,Rs./Quintal
Maharashtra,Mumbai,Vashi New Mumbai APMC,Vegetables,Potato,22-04-2025,688.60,Metric Tonnes,1550.00,Rs./Quintal
Maharashtra,Mumbai,Vashi New Mumbai APMC,Vegetables,Potato,23-04-2025,861.50,Metric Tonnes,1450.00,Rs./Quintal
Maharashtra,Mumbai,Vashi New Mumbai APMC,Vegetables,Potato,24-04-2025,644.00,Metric Tonnes,1550.00,Rs./Quintal
Maharashtra,Mumbai,Vashi New Mumbai APMC,Vegetables,Potato,25-04-2025,1038.20,Metric Tonnes,1450.00,Rs./Quintal
Maharashtra,Mumbai,Vashi New Mumbai APMC,Vegetables,Potato,26-04-2025,788.80,Metric Tonnes,1550.00,Rs./Quintal
Maharashtra,Mumbai,Vashi New Mumbai APMC,Vegetables,Potato,28-04-2025,984.00,Metric Tonnes,1550.00,Rs./Quintal
Maharashtra,Mumbai,Vashi New Mumbai APMC,Vegetables,Potato,29-04-2025,933.50,Metric Tonnes,1550.00,Rs./Quintal
Maharashtra,Mumbai,Vashi New Mumbai APMC,Vegetables,Potato,30-04-2025,948.60,Metric Tonnes,1550.00,Rs./Quintal
Maharashtra,Mumbai,Vashi New Mumbai APMC,Vegetables,Potato,02-05-2025,1290.70,Metric Tonnes,1450.00,Rs./Quintal
Maharashtra,Mumbai,Vashi New Mumbai APMC,Vegetables,Potato,03-05-2025,1171.20,Metric Tonnes,1550.00,Rs./Quintal
Maharashtra,Mumbai,Vashi New Mumbai APMC,Vegetables,Potato,05-05-2025,1059.80,Metric Tonnes,1550.00,Rs./Quintal
Maharashtra,Mumbai,Vashi New Mumbai APMC,Vegetables,Potato,06-05-2025,886.60,Metric Tonnes,1550.00,Rs./Quintal
Maharashtra,Mumbai,Vashi New Mumbai APMC,Vegetables,Potato,07-05-2025,1123.40,Metric Tonnes,1450.00,Rs./Quintal
Maharashtra,Mumbai,Vashi New Mumbai APMC,Vegetables,Potato,08-05-2025,690.10,Metric Tonnes,1450.00,Rs./Quintal
Maharashtra,Mumbai,Vashi New Mumbai APMC,Vegetables,Potato,09-05-2025,646.80,Metric Tonnes,1550.00,Rs./Quintal
Maharashtra,Mumbai,Vashi New Mumbai APMC,Vegetables,Potato,12-05-2025,1055.10,Metric Tonnes,1350.00,Rs./Quintal
Maharashtra,Mumbai,Vashi New Mumbai APMC,Vegetables,Potato,13-05-2025,929.00,Metric Tonnes,1400.00,Rs./Quintal
Maharashtra,Mumbai,Vashi New Mumbai APMC,Vegetables,Potato,15-05-2025,782.30,Metric Tonnes,1500.00,Rs./Quintal
Maharashtra,Mumbai,Vashi New Mumbai APMC,Vegetables,Potato,16-05-2025,1195.60,Metric Tonnes,1450.00,Rs./Quintal
Maharashtra,Mumbai,Vashi New Mumbai APMC,Vegetables,Potato,17-05-2025,1154.80,Metric Tonnes,1450.00,Rs./Quintal
Maharashtra,Mumbai,Vashi New Mumbai APMC,Vegetables,Potato,19-05-2025,1326.00,Metric Tonnes,1350.00,Rs./Quintal
Maharashtra,Mumbai,Vashi New Mumbai APMC,Vegetables,Potato,20-05-2025,639.40,Metric Tonnes,1450.00,Rs./Quintal
Maharashtra,Mumbai,Vashi New Mumbai APMC,Vegetables,Potato,21-05-2025,686.10,Metric Tonnes,1350.00,Rs./Quintal
Maharashtra,Mumbai,Vashi New Mumbai APMC,Vegetables,Potato,22-05-2025,707.10,Metric Tonnes,1500.00,Rs./Quintal
Maharashtra,Mumbai,Vashi New Mumbai APMC,Vegetables,Potato,23-05-2025,567.30,Metric Tonnes,1500.00,Rs./Quintal
Maharashtra,Mumbai,Vashi New Mumbai APMC,Vegetables,Potato,24-05-2025,786.20,Metric Tonnes,1500.00,Rs./Quintal
Maharashtra,Mumbai,Vashi New Mumbai APMC,Vegetables,Potato,26-05-2025,897.20,Metric Tonnes,1700.00,Rs./Quintal
Maharashtra,Mumbai,Vashi New Mumbai APMC,Vegetables,Potato,27-05-2025,661.40,Metric Tonnes,1700.00,Rs./Quintal
Maharashtra,Mumbai,Vashi New Mumbai APMC,Vegetables,Potato,28-05-2025,880.90,Metric Tonnes,1500.00,Rs./Quintal
Maharashtra,Mumbai,Vashi New Mumbai APMC,Vegetables,Potato,29-05-2025,622.60,Metric Tonnes,1600.00,Rs./Quintal
Maharashtra,Mumbai,Vashi New Mumbai APMC,Vegetables,Potato,30-05-2025,1369.40,Metric Tonnes,1400.00,Rs./Quintal
Maharashtra,Mumbai,Vashi New Mumbai APMC,Vegetables,Potato,31-05-2025,961.80,Metric Tonnes,1500.00,Rs./Quintal
Maharashtra,Mumbai,Vashi New Mumbai APMC,Vegetables,Potato,02-06-2025,1355.40,Metric Tonnes,1400.00,Rs./Quintal
Maharashtra,Mumbai,Vashi New Mumbai APMC,Vegetables,Potato,03-06-2025,653.90,Metric Tonnes,1500.00,Rs./Quintal
Maharashtra,Mumbai,Vashi New Mumbai APMC,Vegetables,Potato,04-06-2025,887.00,Metric Tonnes,1400.00,Rs./Quintal
Maharashtra,Mumbai,Vashi New Mumbai APMC,Vegetables,Potato,05-06-2025,541.80,Metric Tonnes,1500.00,Rs./Quintal
Maharashtra,Mumbai,Vashi New Mumbai APMC,Vegetables,Potato,06-06-2025,957.70,Metric Tonnes,1600.00,Rs./Quintal
Maharashtra,Mumbai,Vashi New Mumbai APMC,Vegetables,Potato,09-06-2025,1733.00,Metric Tonnes,1500.00,Rs./Quintal
Maharashtra,Mumbai,Vashi New Mumbai APMC,Vegetables,Potato,10-06-2025,955.70,Metric Tonnes,1500.00,Rs./Quintal
Maharashtra,Mumbai,Vashi New Mumbai APMC,Vegetables,Potato,11-06-2025,936.00,Metric Tonnes,1400.00,Rs./Quintal
Maharashtra,Mumbai,Vashi New Mumbai APMC,Vegetables,Potato,12-06-2025,618.30,Metric Tonnes,1500.00,Rs./Quintal
Maharashtra,Mumbai,Vashi New Mumbai APMC,Vegetables,Potato,13-06-2025,785.70,Metric Tonnes,1400.00,Rs./Quintal
Maharashtra,Mumbai,Vashi New Mumbai APMC,Vegetables,Potato,14-06-2025,1965.60,Metric Tonnes,1400.00,Rs./Quintal
Maharashtra,Mumbai,Vashi New Mumbai APMC,Vegetables,Potato,16-06-2025,1165.40,Metric Tonnes,1400.00,Rs./Quintal
Maharashtra,Mumbai,Vashi New Mumbai APMC,Vegetables,Potato,17-06-2025,791.30,Metric Tonnes,1400.00,Rs./Quintal
Maharashtra,Mumbai,Vashi New Mumbai APMC,Vegetables,Potato,18-06-2025,834.80,Metric Tonnes,1400.00,Rs./Quintal
Maharashtra,Mumbai,Vashi New Mumbai APMC,Vegetables,Potato,19-06-2025,452.60,Metric Tonnes,1500.00,Rs./Quintal
Maharashtra,Mumbai,Vashi New Mumbai APMC,Vegetables,Potato,20-06-2025,749.90,Metric Tonnes,1400.00,Rs./Quintal
Maharashtra,Mumbai,Vashi New Mumbai APMC,Vegetables,Potato,21-06-2025,713.60,Metric Tonnes,1450.00,Rs./Quintal
Maharashtra,Mumbai,Vashi New Mumbai APMC,Vegetables,Potato,24-06-2025,1261.50,Metric Tonnes,1300.00,Rs./Quintal
Maharashtra,Mumbai,Vashi New Mumbai APMC,Vegetables,Potato,25-06-2025,912.00,Metric Tonnes,1350.00,Rs./Quintal
Maharashtra,Mumbai,Vashi New Mumbai APMC,Vegetables,Potato,26-06-2025,694.70,Metric Tonnes,1250.00,Rs./Quintal
Maharashtra,Mumbai,Vashi New Mumbai APMC,Vegetables,Potato,27-06-2025,652.70,Metric Tonnes,1350.00,Rs./Quintal
Maharashtra,Mumbai,Vashi New Mumbai APMC,Vegetables,Potato,28-06-2025,1036.30,Metric Tonnes,1400.00,Rs./Quintal
Maharashtra,Mumbai,Vashi New Mumbai APMC,Vegetables,Potato,30-06-2025,1170.90,Metric Tonnes,1300.00,Rs./Quintal
Maharashtra,Mumbai,Vashi New Mumbai APMC,Vegetables,Potato,01-07-2025,747.10,Metric Tonnes,1400.00,Rs./Quintal
Maharashtra,Mumbai,Vashi New Mumbai APMC,Vegetables,Potato,03-07-2025,576.80,Metric Tonnes,1350.00,Rs./Quintal
Maharashtra,Mumbai,Vashi New Mumbai APMC,Vegetables,Potato,04-07-2025,904.40,Metric Tonnes,1350.00,Rs./Quintal
Maharashtra,Mumbai,Vashi New Mumbai APMC,Vegetables,Potato,05-07-2025,867.80,Metric Tonnes,1400.00,Rs./Quintal
Maharashtra,Mumbai,Vashi New Mumbai APMC,Vegetables,Potato,07-07-2025,1107.50,Metric Tonnes,1300.00,Rs./Quintal
Maharashtra,Mumbai,Vashi New Mumbai APMC,Vegetables,Potato,08-07-2025,810.00,Metric Tonnes,1400.00,Rs./Quintal
Maharashtra,Mumbai,Vashi New Mumbai APMC,Vegetables,Potato,09-07-2025,933.30,Metric Tonnes,1300.00,Rs./Quintal
Maharashtra,Mumbai,Vashi New Mumbai APMC,Vegetables,Potato,10-07-2025,1127.20,Metric Tonnes,1300.00,Rs./Quintal
Maharashtra,Mumbai,Vashi New Mumbai APMC,Vegetables,Potato,11-07-2025,1170.00,Metric Tonnes,1300.00,Rs./Quintal
Maharashtra,Mumbai,Vashi New Mumbai APMC,Vegetables,Potato,12-07-2025,1249.20,Metric Tonnes,1350.00,Rs./Quintal
Maharashtra,Mumbai,Vashi New Mumbai APMC,Vegetables,Potato,14-07-2025,1249.20,Metric Tonnes,1250.00,Rs./Quintal
Maharashtra,Mumbai,Vashi New Mumbai APMC,Vegetables,Potato,15-07-2025,801.50,Metric Tonnes,1300.00,Rs./Quintal
Maharashtra,Mumbai,Vashi New Mumbai APMC,Vegetables,Potato,16-07-2025,906.60,Metric Tonnes,1200.00,Rs./Quintal
Maharashtra,Mumbai,Vashi New Mumbai APMC,Vegetables,Potato,17-07-2025,674.50,Metric Tonnes,1200.00,Rs./Quintal
Maharashtra,Mumbai,Vashi New Mumbai APMC,Vegetables,Potato,18-07-2025,1186.10,Metric Tonnes,1200.00,Rs./Quintal
Maharashtra,Mumbai,Vashi New Mumbai APMC,Vegetables,Potato,19-07-2025,978.70,Metric Tonnes,1150.00,Rs./Quintal
Maharashtra,Mumbai,Vashi New Mumbai APMC,Vegetables,Potato,21-07-2025,1027.40,Metric Tonnes,1250.00,Rs./Quintal
Maharashtra,Mumbai,Vashi New Mumbai APMC,Vegetables,Potato,22-07-2025,840.00,Metric Tonnes,1250.00,Rs./Quintal
Maharashtra,Mumbai,Vashi New Mumbai APMC,Vegetables,Potato,23-07-2025,1074.20,Metric Tonnes,1200.00,Rs./Quintal
Maharashtra,Mumbai,Vashi New Mumbai APMC,Vegetables,Potato,24-07-2025,466.30,Metric Tonnes,1200.00,Rs./Quintal
Maharashtra,Mumbai,Vashi New Mumbai APMC,Vegetables,Potato,25-07-2025,908.40,Metric Tonnes,1200.00,Rs./Quintal
Maharashtra,Mumbai,Vashi New Mumbai APMC,Vegetables,Potato,26-07-2025,1105.90,Metric Tonnes,1100.00,Rs./Quintal
Maharashtra,Mumbai,Vashi New Mumbai APMC,Vegetables,Potato,28-07-2025,1200.20,Metric Tonnes,1300.00,Rs./Quintal
Maharashtra,Mumbai,Vashi New Mumbai APMC,Vegetables,Potato,29-07-2025,774.80,Metric Tonnes,1300.00,Rs./Quintal
Maharashtra,Mumbai,Vashi New Mumbai APMC,Vegetables,Potato,30-07-2025,987.30,Metric Tonnes,1400.00,Rs./Quintal
Maharashtra,Mumbai,Vashi New Mumbai APMC,Vegetables,Potato,31-07-2025,741.40,Metric Tonnes,1300.00,Rs./Quintal
Maharashtra,Mumbai,Vashi New Mumbai APMC,Vegetables,Potato,01-08-2025,1041.00,Metric Tonnes,1350.00,Rs./Quintal
Maharashtra,Mumbai,Vashi New Mumbai APMC,Vegetables,Potato,02-08-2025,1373.60,Metric Tonnes,1350.00,Rs./Quintal
Maharashtra,Mumbai,Vashi New Mumbai APMC,Vegetables,Potato,04-08-2025,1612.80,Metric Tonnes,1200.00,Rs./Quintal
Maharashtra,Mumbai,Vashi New Mumbai APMC,Vegetables,Potato,05-08-2025,1406.50,Metric Tonnes,1200.00,Rs./Quintal
Maharashtra,Mumbai,Vashi New Mumbai APMC,Vegetables,Potato,06-08-2025,1210.20,Metric Tonnes,1200.00,Rs./Quintal
Maharashtra,Mumbai,Vashi New Mumbai APMC,Vegetables,Potato,07-08-2025,797.90,Metric Tonnes,1300.00,Rs./Quintal
Maharashtra,Mumbai,Vashi New Mumbai APMC,Vegetables,Potato,08-08-2025,1330.90,Metric Tonnes,1200.00,Rs./Quintal
Maharashtra,Mumbai,Vashi New Mumbai APMC,Vegetables,Potato,09-08-2025,543.00,Metric Tonnes,1250.00,Rs./Quintal
Maharashtra,Mumbai,Vashi New Mumbai APMC,Vegetables,Potato,11-08-2025,1461.50,Metric Tonnes,1200.00,Rs./Quintal
Maharashtra,Mumbai,Vashi New Mumbai APMC,Vegetables,Potato,12-08-2025,775.00,Metric Tonnes,1300.00,Rs./Quintal
Maharashtra,Mumbai,Vashi New Mumbai APMC,Vegetables,Potato,13-08-2025,1198.90,Metric Tonnes,1200.00,Rs./Quintal
Maharashtra,Mumbai,Vashi New Mumbai APMC,Vegetables,Potato,14-08-2025,1695.70,Metric Tonnes,1300.00,Rs./Quintal
Maharashtra,Mumbai,Vashi New Mumbai APMC,Vegetables,Potato,18-08-2025,1996.00,Metric Tonnes,1300.00,Rs./Quintal
Maharashtra,Mumbai,Vashi New Mumbai APMC,Vegetables,Potato,19-08-2025,1252.70,Metric Tonnes,1250.00,Rs./Quintal
Maharashtra,Mumbai,Vashi New Mumbai APMC,Vegetables,Potato,20-08-2025,812.80,Metric Tonnes,1300.00,Rs./Quintal
Maharashtra,Mumbai,Vashi New Mumbai APMC,Vegetables,Potato,21-08-2025,1047.30,Metric Tonnes,1200.00,Rs./Quintal
Maharashtra,Mumbai,Vashi New Mumbai APMC,Vegetables,Potato,22-08-2025,551.50,Metric Tonnes,1300.00,Rs./Quintal
Maharashtra,Mumbai,Vashi New Mumbai APMC,Vegetables,Potato,23-08-2025,1230.00,Metric Tonnes,1200.00,Rs./Quintal
Maharashtra,Mumbai,Vashi New Mumbai APMC,Vegetables,Potato,25-08-2025,1389.00,Metric Tonnes,1200.00,Rs./Quintal
Maharashtra,Mumbai,Vashi New Mumbai APMC,Vegetables,Potato,26-08-2025,1626.00,Metric Tonnes,1200.00,Rs./Quintal
Maharashtra,Mumbai,Vashi New Mumbai APMC,Vegetables,Potato,28-08-2025,1206.00,Metric Tonnes,1300.00,Rs./Quintal
Maharashtra,Mumbai,Vashi New Mumbai APMC,Vegetables,Potato,29-08-2025,513.00,Metric Tonnes,1250.00,Rs./Quintal
Maharashtra,Mumbai,Vashi New Mumbai APMC,Vegetables,Potato,30-08-2025,973.90,Metric Tonnes,1150.00,Rs./Quintal
Maharashtra,Mumbai,Vashi New Mumbai APMC,Vegetables,Potato,01-09-2025,1231.60,Metric Tonnes,1250.00,Rs./Quintal
Maharashtra,Mumbai,Vashi New Mumbai APMC,Vegetables,Potato,02-09-2025,1028.00,Metric Tonnes,1250.00,Rs./Quintal
Maharashtra,Mumbai,Vashi New Mumbai APMC,Vegetables,Potato,03-09-2025,751.40,Metric Tonnes,1250.00,Rs./Quintal
Maharashtra,Mumbai,Vashi New Mumbai APMC,Vegetables,Potato,04-09-2025,685.90,Metric Tonnes,1300.00,Rs./Quintal
Maharashtra,Mumbai,Vashi New Mumbai APMC,Vegetables,Potato,05-09-2025,775.00,Metric Tonnes,1300.00,Rs./Quintal
Maharashtra,Mumbai,Vashi New Mumbai APMC,Vegetables,Potato,08-09-2025,1170.00,Metric Tonnes,1350.00,Rs./Quintal
Maharashtra,Mumbai,Vashi New Mumbai APMC,Vegetables,Potato,09-09-2025,938.20,Metric Tonnes,1550.00,Rs./Quintal
Maharashtra,Mumbai,Vashi New Mumbai APMC,Vegetables,Potato,10-09-2025,1167.20,Metric Tonnes,1450.00,Rs./Quintal
Maharashtra,Mumbai,Vashi New Mumbai APMC,Vegetables,Potato,11-09-2025,1135.80,Metric Tonnes,1350.00,Rs./Quintal
Maharashtra,Mumbai,Vashi New Mumbai APMC,Vegetables,Potato,12-09-2025,1527.60,Metric Tonnes,1200.00,Rs./Quintal
Maharashtra,Mumbai,Vashi New Mumbai APMC,Vegetables,Potato,13-09-2025,1376.90,Metric Tonnes,1200.00,Rs./Quintal
Maharashtra,Mumbai,Vashi New Mumbai APMC,Vegetables,Potato,15-09-2025,1395.40,Metric Tonnes,1150.00,Rs./Quintal
Maharashtra,Mumbai,Vashi New Mumbai APMC,Vegetables,Potato,16-09-2025,662.50,Metric Tonnes,1300.00,Rs./Quintal
Maharashtra,Mumbai,Vashi New Mumbai APMC,Vegetables,Potato,17-09-2025,936.90,Metric Tonnes,1200.00,Rs./Quintal
Maharashtra,Mumbai,Vashi New Mumbai APMC,Vegetables,Potato,18-09-2025,660.40,Metric Tonnes,1300.00,Rs./Quintal
Maharashtra,Mumbai,Vashi New Mumbai APMC,Vegetables,Potato,19-09-2025,966.00,Metric Tonnes,1200.00,Rs./Quintal
Maharashtra,Mumbai,Vashi New Mumbai APMC,Vegetables,Potato,20-09-2025,859.10,Metric Tonnes,1300.00,Rs./Quintal
Maharashtra,Mumbai,Vashi New Mumbai APMC,Vegetables,Potato,22-09-2025,1432.50,Metric Tonnes,1200.00,Rs./Quintal
Maharashtra,Mumbai,Vashi New Mumbai APMC,Vegetables,Potato,23-09-2025,1379.10,Metric Tonnes,1300.00,Rs./Quintal
Maharashtra,Mumbai,Vashi New Mumbai APMC,Vegetables,Potato,24-09-2025,1770.20,Metric Tonnes,1300.00,Rs./Quintal
Maharashtra,Mumbai,Vashi New Mumbai APMC,Vegetables,Potato,26-09-2025,1303.00,Metric Tonnes,1200.00,Rs./Quintal
Maharashtra,Mumbai,Vashi New Mumbai APMC,Vegetables,Potato,27-09-2025,1219.90,Metric Tonnes,1200.00,Rs./Quintal
Maharashtra,Mumbai,Vashi New Mumbai APMC,Vegetables,Potato,29-09-2025,1192.40,Metric Tonnes,1300.00,Rs./Quintal
Maharashtra,Mumbai,Vashi New Mumbai APMC,Vegetables,Potato,30-09-2025,1264.60,Metric Tonnes,1300.00,Rs./Quintal
Maharashtra,Mumbai,Vashi New Mumbai APMC,Vegetables,Potato,01-10-2025,1475.10,Metric Tonnes,1400.00,Rs./Quintal
Maharashtra,Mumbai,Vashi New Mumbai APMC,Vegetables,Potato,03-10-2025,1436.20,Metric Tonnes,1200.00,Rs./Quintal
Maharashtra,Mumbai,Vashi New Mumbai APMC,Vegetables,Potato,06-10-2025,1290.70,Metric Tonnes,1200.00,Rs./Quintal
Maharashtra,Mumbai,Vashi New Mumbai APMC,Vegetables,Potato,07-10-2025,1181.30,Metric Tonnes,1200.00,Rs./Quintal
Maharashtra,Mumbai,Vashi New Mumbai APMC,Vegetables,Potato,08-10-2025,1178.00,Metric Tonnes,1200.00,Rs./Quintal
Maharashtra,Mumbai,Vashi New Mumbai APMC,Vegetables,Potato,09-10-2025,717.60,Metric Tonnes,1300.00,Rs./Quintal
Maharashtra,Mumbai,Vashi New Mumbai APMC,Vegetables,Potato,10-10-2025,1028.00,Metric Tonnes,1350.00,Rs./Quintal
Maharashtra,Mumbai,Vashi New Mumbai APMC,Vegetables,Potato,11-10-2025,820.70,Metric Tonnes,1300.00,Rs./Quintal
Maharashtra,Mumbai,Vashi New Mumbai APMC,Vegetables,Potato,13-10-2025,1037.70,Metric Tonnes,1300.00,Rs./Quintal
Maharashtra,Mumbai,Vashi New Mumbai APMC,Vegetables,Potato,14-10-2025,860.50,Metric Tonnes,1300.00,Rs./Quintal
Maharashtra,Mumbai,Vashi New Mumbai APMC,Vegetables,Potato,15-10-2025,938.80,Metric Tonnes,1250.00,Rs./Quintal
Maharashtra,Mumbai,Vashi New Mumbai APMC,Vegetables,Potato,16-10-2025,924.70,Metric Tonnes,1300.00,Rs./Quintal
Maharashtra,Mumbai,Vashi New Mumbai APMC,Vegetables,Potato,17-10-2025,985.10,Metric Tonnes,1300.00,Rs./Quintal
Maharashtra,Mumbai,Vashi New Mumbai APMC,Vegetables,Potato,24-10-2025,969.20,Metric Tonnes,1500.00,Rs./Quintal
Maharashtra,Mumbai,Vashi New Mumbai APMC,Vegetables,Potato,25-10-2025,1086.30,Metric Tonnes,1500.00,Rs./Quintal
Maharashtra,Mumbai,Vashi New Mumbai APMC,Vegetables,Potato,27-10-2025,795.30,Metric Tonnes,1700.00,Rs./Quintal
Maharashtra,Mumbai,Vashi New Mumbai APMC,Vegetables,Potato,28-10-2025,943.60,Metric Tonnes,1700.00,Rs./Quintal
Maharashtra,Mumbai,Vashi New Mumbai APMC,Vegetables,Potato,29-10-2025,1306.10,Metric Tonnes,1550.00,Rs./Quintal
Maharashtra,Mumbai,Vashi New Mumbai APMC,Vegetables,Potato,30-10-2025,1301.00,Metric Tonnes,1550.00,Rs./Quintal
Maharashtra,Mumbai,Vashi New Mumbai APMC,Vegetables,Potato,31-10-2025,1131.70,Metric Tonnes,1550.00,Rs./Quintal
Maharashtra,Mumbai,Vashi New Mumbai APMC,Vegetables,Potato,01-11-2025,776.20,Metric Tonnes,1450.00,Rs./Quintal
Maharashtra,Mumbai,Vashi New Mumbai APMC,Vegetables,Potato,03-11-2025,742.10,Metric Tonnes,1550.00,Rs./Quintal
Maharashtra,Mumbai,Vashi New Mumbai APMC,Vegetables,Potato,04-11-2025,645.50,Metric Tonnes,1450.00,Rs./Quintal
Maharashtra,Mumbai,Vashi New Mumbai APMC,Vegetables,Potato,07-11-2025,1193.40,Metric Tonnes,1500.00,Rs./Quintal
Maharashtra,Mumbai,Vashi New Mumbai APMC,Vegetables,Potato,10-11-2025,971.10,Metric Tonnes,1550.00,Rs./Quintal
Maharashtra,Mumbai,Vashi New Mumbai APMC,Vegetables,Potato,11-11-2025,1361.50,Metric Tonnes,1500.00,Rs./Quintal
Maharashtra,Mumbai,Vashi New Mumbai APMC,Vegetables,Potato,12-11-2025,943.20,Metric Tonnes,1600.00,Rs./Quintal
Maharashtra,Mumbai,Vashi New Mumbai APMC,Vegetables,Potato,13-11-2025,986.80,Metric Tonnes,1600.00,Rs./Quintal
Maharashtra,Mumbai,Vashi New Mumbai APMC,Vegetables,Potato,14-11-2025,1225.10,Metric Tonnes,1600.00,Rs./Quintal
Maharashtra,Mumbai,Vashi New Mumbai APMC,Vegetables,Potato,17-11-2025,1430.00,Metric Tonnes,1500.00,Rs./Quintal
Maharashtra,Mumbai,Vashi New Mumbai APMC,Vegetables,Potato,19-11-2025,1473.40,Metric Tonnes,1500.00,Rs./Quintal
Maharashtra,Mumbai,Vashi New Mumbai APMC,Vegetables,Potato,20-11-2025,1235.80,Metric Tonnes,1450.00,Rs./Quintal
Maharashtra,Mumbai,Vashi New Mumbai APMC,Vegetables,Potato,21-11-2025,1092.30,Metric Tonnes,1400.00,Rs./Quintal
Maharashtra,Mumbai,Vashi New Mumbai APMC,Vegetables,Potato,24-11-2025,1361.80,Metric Tonnes,1350.00,Rs./Quintal
Maharashtra,Mumbai,Vashi New Mumbai APMC,Vegetables,Potato,25-11-2025,833.40,Metric Tonnes,1400.00,Rs./Quintal
Maharashtra,Mumbai,Vashi New Mumbai APMC,Vegetables,Potato,26-11-2025,1175.80,Metric Tonnes,1300.00,Rs./Quintal
Maharashtra,Mumbai,Vashi New Mumbai APMC,Vegetables,Potato,27-11-2025,992.20,Metric Tonnes,1350.00,Rs./Quintal
Maharashtra,Mumbai,Vashi New Mumbai APMC,Vegetables,Potato,28-11-2025,1083.70,Metric Tonnes,1300.00,Rs./Quintal
Maharashtra,Mumbai,Vashi New Mumbai APMC,Vegetables,Potato,01-12-2025,1768.50,Metric Tonnes,1250.00,Rs./Quintal
Maharashtra,Mumbai,Vashi New Mumbai APMC,Vegetables,Potato,02-12-2025,1365.40,Metric Tonnes,1200.00,Rs./Quintal
Maharashtra,Mumbai,Vashi New Mumbai APMC,Vegetables,Potato,03-12-2025,1113.90,Metric Tonnes,1300.00,Rs./Quintal
Maharashtra,Mumbai,Vashi New Mumbai APMC,Vegetables,Potato,04-12-2025,729.10,Metric Tonnes,1250.00,Rs./Quintal
Maharashtra,Mumbai,Vashi New Mumbai APMC,Vegetables,Potato,05-12-2025,1128.00,Metric Tonnes,1150.00,Rs./Quintal
Maharashtra,Mumbai,Vashi New Mumbai APMC,Vegetables,Potato,08-12-2025,1736.90,Metric Tonnes,1300.00,Rs./Quintal
Maharashtra,Mumbai,Vashi New Mumbai APMC,Vegetables,Potato,09-12-2025,1284.50,Metric Tonnes,1300.00,Rs./Quintal
Maharashtra,Mumbai,Vashi New Mumbai APMC,Vegetables,Potato,10-12-2025,1681.30,Metric Tonnes,1200.00,Rs./Quintal
Maharashtra,Mumbai,Vashi New Mumbai APMC,Vegetables,Potato,12-12-2025,1403.10,Metric Tonnes,1200.00,Rs./Quintal
Maharashtra,Mumbai,Vashi New Mumbai APMC,Vegetables,Potato,15-12-2025,1363.60,Metric Tonnes,1300.00,Rs./Quintal
Maharashtra,Mumbai,Vashi New Mumbai APMC,Vegetables,Potato,16-12-2025,1168.50,Metric Tonnes,1300.00,Rs./Quintal
Maharashtra,Mumbai,Vashi New Mumbai APMC,Vegetables,Potato,17-12-2025,1146.30,Metric Tonnes,1250.00,Rs./Quintal
