commodity,commodity_group,state,district,date,arrival_quantity,min_price,modal_price,max_price,msp,arrival_unit,price_unit,date_processed
Tomato,Vegetables,Maharashtra,Mumbai,07-09-2024,170.90,2000.00,2700.00,3400.00,0.00,Metric Tonnes,Rs./Quintal,2026-02-28T11:33:19.753591
Tomato,Vegetables,Maharashtra,Mumbai,09-09-2024,239.20,2200.00,2500.00,2800.00,0.00,Metric Tonnes,Rs./Quintal,2026-02-28T11:33:19.753598
Tomato,Vegetables,Maharashtra,Mumbai,10-09-2024,115.50,1800.00,2200.00,2600.00,0.00,Metric Tonnes,Rs./Quintal,2026-02-28T11:33:19.753605
Tomato,Vegetables,Maharashtra,Mumbai,11-09-2024,130.30,1800.00,2200.00,2600.00,0.00,Metric Tonnes,Rs./Quintal,2026-02-28T11:33:19.753617
Tomato,Vegetables,Maharashtra,Mumbai,12-09-2024,87.20,1800.00,2000.00,2600.00,0.00,Metric Tonnes,Rs./Quintal,2026-02-28T11:33:19.753625
Tomato,Vegetables,Maharashtra,Mumbai,13-09-2024,140.00,1800.00,2300.00,2800.00,0.00,Metric Tonnes,Rs./Quintal,2026-02-28T11:33:19.753632
Tomato,Vegetables,Maharashtra,Mumbai,14-09-2024,65.00,2000.00,2200.00,2400.00,0.00,Metric Tonnes,Rs./Quintal,2026-02-28T11:33:19.753639
Tomato,Vegetables,Maharashtra,Mumbai,16-09-2024,146.50,2000.00,2300.00,2600.00,0.00,Metric Tonnes,Rs./Quintal,2026-02-28T11:33:19.753646
Tomato,Vegetables,Maharashtra,Mumbai,18-09-2024,178.60,2800.00,3100.00,3400.00,0.00,Metric Tonnes,Rs./Quintal,2026-02-28T11:33:19.753655
Tomato,Vegetables,Maharashtra,Mumbai,19-09-2024,141.50,2500.00,3000.00,3500.00,0.00,Metric Tonnes,Rs./Quintal,2026-02-28T11:33:19.753662
Tomato,Vegetables,Maharashtra,Mumbai,20-09-2024,181.20,2000.00,2400.00,2800.00,0.00,Metric Tonnes,Rs./Quintal,2026-02-28T11:33:19.753669
Tomato,Vegetables,Maharashtra,Mumbai,21-09-2024,150.70,2000.00,2500.00,3000.00,0.00,Metric Tonnes,Rs./Quintal,2026-02-28T11:33:19.753676
Tomato,Vegetables,Maharashtra,Mumbai,23-09-2024,155.50,2500.00,3000.00,3500.00,0.00,Metric Tonnes,Rs./Quintal,2026-02-28T11:33:19.753683
Tomato,Vegetables,Maharashtra,Mumbai,24-09-2024,140.00,3000.00,3400.00,3800.00,0.00,Metric Tonnes,Rs./Quintal,2026-02-28T11:33:19.753694
Tomato,Vegetables,Maharashtra,Mumbai,25-09-2024,134.90,2800.00,3000.00,3200.00,0.00,Metric Tonnes,Rs./Quintal,2026-02-28T11:33:19.753701
Tomato,Vegetables,Maharashtra,Mumbai,26-09-2024,82.30,3000.00,3200.00,3500.00,0.00,Metric Tonnes,Rs./Quintal,2026-02-28T11:33:19.753708
Tomato,Vegetables,Maharashtra,Mumbai,27-09-2024,105.40,3000.00,3500.00,4000.00,0.00,Metric Tonnes,Rs./Quintal,2026-02-28T11:33:19.753715
Tomato,Vegetables,Maharashtra,Mumbai,30-09-2024,181.00,5000.00,5100.00,5200.00,0.00,Metric Tonnes,Rs./Quintal,2026-02-28T11:33:19.753722
Tomato,Vegetables,Maharashtra,Mumbai,01-10-2024,181.30,4500.00,5000.00,5500.00,0.00,Metric Tonnes,Rs./Quintal,2026-02-28T11:33:19.753731
Tomato,Vegetables,Maharashtra,Mumbai,02-10-2024,168.90,4000.00,4500.00,5000.00,0.00,Metric Tonnes,Rs./Quintal,2026-02-28T11:33:19.753738
Tomato,Vegetables,Maharashtra,Mumbai,03-10-2024,76.70,4000.00,4500.00,5000.00,0.00,Metric Tonnes,Rs./Quintal,2026-02-28T11:33:19.753745
Tomato,Vegetables,Maharashtra,Mumbai,04-10-2024,73.00,4800.00,5200.00,5600.00,0.00,Metric Tonnes,Rs./Quintal,2026-02-28T11:33:19.753752
Tomato,Vegetables,Maharashtra,Mumbai,05-10-2024,149.20,5000.00,5500.00,6000.00,0.00,Metric Tonnes,Rs./Quintal,2026-02-28T11:33:19.753760
Tomato,Vegetables,Maharashtra,Mumbai,09-10-2024,191.50,4800.00,5000.00,5200.00,0.00,Metric Tonnes,Rs./Quintal,2026-02-28T11:33:19.753771
Tomato,Vegetables,Maharashtra,Mumbai,10-10-2024,125.30,5000.00,5200.00,5500.00,0.00,Metric Tonnes,Rs./Quintal,2026-02-28T11:33:19.753778
Tomato,Vegetables,Maharashtra,Mumbai,11-10-2024,150.80,5000.00,5500.00,6000.00,0.00,Metric Tonnes,Rs./Quintal,2026-02-28T11:33:19.753785
Tomato,Vegetables,Maharashtra,Mumbai,12-10-2024,153.10,4400.00,5200.00,6000.00,0.00,Metric Tonnes,Rs./Quintal,2026-02-28T11:33:19.753792
Tomato,Vegetables,Maharashtra,Mumbai,14-10-2024,203.20,4500.00,4900.00,5300.00,0.00,Metric Tonnes,Rs./Quintal,2026-02-28T11:33:19.753799
Tomato,Vegetables,Maharashtra,Mumbai,15-10-2024,226.80,4000.00,4500.00,5000.00,0.00,Metric Tonnes,Rs./Quintal,2026-02-28T11:33:19.753808
Tomato,Vegetables,Maharashtra,Mumbai,16-10-2024,221.20,4000.00,4500.00,5000.00,0.00,Metric Tonnes,Rs./Quintal,2026-02-28T11:33:19.753815
Tomato,Vegetables,Maharashtra,Mumbai,17-10-2024,122.10,4000.00,4200.00,4500.00,0.00,Metric Tonnes,Rs./Quintal,2026-02-28T11:33:19.753822
Tomato,Vegetables,Maharashtra,Mumbai,18-10-2024,138.20,4000.00,4300.00,4500.00,0.00,Metric Tonnes,Rs./Quintal,2026-02-28T11:33:19.753829
Tomato,Vegetables,Maharashtra,Mumbai,19-10-2024,173.10,4000.00,4200.00,4500.00,0.00,Metric Tonnes,Rs./Quintal,2026-02-28T11:33:19.753838
Tomato,Vegetables,Maharashtra,Mumbai,21-10-2024,184.00,4000.00,4500.00,5000.00,0.00,Metric Tonnes,Rs./Quintal,2026-02-28T11:33:19.753847
Tomato,Vegetables,Maharashtra,Mumbai,22-10-2024,188.50,4000.00,4500.00,5000.00,0.00,Metric Tonnes,Rs./Quintal,2026-02-28T11:33:19.753854
Tomato,Vegetables,Maharashtra,Mumbai,23-10-2024,223.10,4000.00,4500.00,5000.00,0.00,Metric Tonnes,Rs./Quintal,2026-02-28T11:33:19.753861
Tomato,Vegetables,Maharashtra,Mumbai,24-10-2024,162.50,4000.00,4500.00,5000.00,0.00,Metric Tonnes,Rs./Quintal,2026-02-28T11:33:19.753868
Tomato,Vegetables,Maharashtra,Mumbai,25-10-2024,243.60,3000.00,3500.00,4000.00,0.00,Metric Tonnes,Rs./Quintal,2026-02-28T11:33:19.753879
Tomato,Vegetables,Maharashtra,Mumbai,26-10-2024,313.90,3000.00,3500.00,4000.00,0.00,Metric Tonnes,Rs./Quintal,2026-02-28T11:33:19.753887
Tomato,Vegetables,Maharashtra,Mumbai,28-10-2024,319.60,2000.00,2400.00,2800.00,0.00,Metric Tonnes,Rs./Quintal,2026-02-28T11:33:19.753894
Tomato,Vegetables,Maharashtra,Mumbai,29-10-2024,160.00,2000.00,2400.00,2800.00,0.00,Metric Tonnes,Rs./Quintal,2026-02-28T11:33:19.753901
Tomato,Vegetables,Maharashtra,Mumbai,30-10-2024,255.60,2200.00,2500.00,2800.00,0.00,Metric Tonnes,Rs./Quintal,2026-02-28T11:33:19.753908
Tomato,Vegetables,Maharashtra,Mumbai,02-11-2024,222.00,2000.00,2400.00,2800.00,0.00,Metric Tonnes,Rs./Quintal,2026-02-28T11:33:19.753917
Tomato,Vegetables,Maharashtra,Mumbai,04-11-2024,338.70,2600.00,2900.00,3200.00,0.00,Metric Tonnes,Rs./Quintal,2026-02-28T11:33:19.753926
Tomato,Vegetables,Maharashtra,Mumbai,05-11-2024,315.40,2000.00,2200.00,2400.00,0.00,Metric Tonnes,Rs./Quintal,2026-02-28T11:33:19.753933
Tomato,Vegetables,Maharashtra,Mumbai,06-11-2024,325.10,1800.00,1900.00,2000.00,0.00,Metric Tonnes,Rs./Quintal,2026-02-28T11:33:19.753940
Tomato,Vegetables,Maharashtra,Mumbai,07-11-2024,761.30,2000.00,2200.00,2500.00,0.00,Metric Tonnes,Rs./Quintal,2026-02-28T11:33:19.753947
Tomato,Vegetables,Maharashtra,Mumbai,08-11-2024,168.40,1600.00,1800.00,2000.00,0.00,Metric Tonnes,Rs./Quintal,2026-02-28T11:33:19.753957
Tomato,Vegetables,Maharashtra,Mumbai,09-11-2024,248.70,1400.00,1600.00,1800.00,0.00,Metric Tonnes,Rs./Quintal,2026-02-28T11:33:19.753965
Tomato,Vegetables,Maharashtra,Mumbai,11-11-2024,359.60,2000.00,2500.00,3000.00,0.00,Metric Tonnes,Rs./Quintal,2026-02-28T11:33:19.753972
Tomato,Vegetables,Maharashtra,Mumbai,12-11-2024,255.60,2000.00,2200.00,2500.00,0.00,Metric Tonnes,Rs./Quintal,2026-02-28T11:33:19.753979
Tomato,Vegetables,Maharashtra,Mumbai,13-11-2024,208.00,2000.00,2200.00,2500.00,0.00,Metric Tonnes,Rs./Quintal,2026-02-28T11:33:19.753986
Tomato,Vegetables,Maharashtra,Mumbai,14-11-2024,185.00,2000.00,2200.00,2500.00,0.00,Metric Tonnes,Rs./Quintal,2026-02-28T11:33:19.753994
Tomato,Vegetables,Maharashtra,Mumbai,15-11-2024,214.80,2000.00,2300.00,2600.00,0.00,Metric Tonnes,Rs./Quintal,2026-02-28T11:33:19.754003
Tomato,Vegetables,Maharashtra,Mumbai,16-11-2024,219.30,1800.00,2200.00,2600.00,0.00,Metric Tonnes,Rs./Quintal,2026-02-28T11:33:19.754010
Tomato,Vegetables,Maharashtra,Mumbai,18-11-2024,291.00,1500.00,2000.00,2500.00,0.00,Metric Tonnes,Rs./Quintal,2026-02-28T11:33:19.754017
Tomato,Vegetables,Maharashtra,Mumbai,19-11-2024,218.00,1500.00,2000.00,2500.00,0.00,Metric Tonnes,Rs./Quintal,2026-02-28T11:33:19.754024
Tomato,Vegetables,Maharashtra,Mumbai,21-11-2024,184.80,2000.00,2200.00,2500.00,0.00,Metric Tonnes,Rs./Quintal,2026-02-28T11:33:19.754034
Tomato,Vegetables,Maharashtra,Mumbai,22-11-2024,207.00,2000.00,2500.00,3000.00,0.00,Metric Tonnes,Rs./Quintal,2026-02-28T11:33:19.754041
Tomato,Vegetables,Maharashtra,Mumbai,23-11-2024,310.60,2000.00,2400.00,2800.00,0.00,Metric Tonnes,Rs./Quintal,2026-02-28T11:33:19.754048
Tomato,Vegetables,Maharashtra,Mumbai,25-11-2024,332.60,2000.00,2300.00,2600.00,0.00,Metric Tonnes,Rs./Quintal,2026-02-28T11:33:19.754055
Tomato,Vegetables,Maharashtra,Mumbai,26-11-2024,193.80,2000.00,2400.00,2800.00,0.00,Metric Tonnes,Rs./Quintal,2026-02-28T11:33:19.754062
Tomato,Vegetables,Maharashtra,Mumbai,27-11-2024,174.80,2000.00,2500.00,3000.00,0.00,Metric Tonnes,Rs./Quintal,2026-02-28T11:33:19.754071
Tomato,Vegetables,Maharashtra,Mumbai,28-11-2024,158.50,2000.00,2500.00,3000.00,0.00,Metric Tonnes,Rs./Quintal,2026-02-28T11:33:19.754080
Tomato,Vegetables,Maharashtra,Mumbai,02-12-2024,98.40,2800.00,3300.00,3800.00,0.00,Metric Tonnes,Rs./Quintal,2026-02-28T11:33:19.754087
Tomato,Vegetables,Maharashtra,Mumbai,03-12-2024,146.80,2800.00,3400.00,4000.00,0.00,Metric Tonnes,Rs./Quintal,2026-02-28T11:33:19.754094
Tomato,Vegetables,Maharashtra,Mumbai,04-12-2024,177.10,2500.00,3000.00,3500.00,0.00,Metric Tonnes,Rs./Quintal,2026-02-28T11:33:19.754101
Tomato,Vegetables,Maharashtra,Mumbai,05-12-2024,191.30,2500.00,3000.00,3500.00,0.00,Metric Tonnes,Rs./Quintal,2026-02-28T11:33:19.754118
Tomato,Vegetables,Maharashtra,Mumbai,06-12-2024,209.80,2000.00,2500.00,3000.00,0.00,Metric Tonnes,Rs./Quintal,2026-02-28T11:33:19.754125
Tomato,Vegetables,Maharashtra,Mumbai,07-12-2024,344.60,1800.00,2300.00,2800.00,0.00,Metric Tonnes,Rs./Quintal,2026-02-28T11:33:19.754132
Tomato,Vegetables,Maharashtra,Mumbai,09-12-2024,342.80,2000.00,2700.00,3400.00,0.00,Metric Tonnes,Rs./Quintal,2026-02-28T11:33:19.754139
Tomato,Vegetables,Maharashtra,Mumbai,10-12-2024,301.80,2000.00,2500.00,3000.00,0.00,Metric Tonnes,Rs./Quintal,2026-02-28T11:33:19.754146
Tomato,Vegetables,Maharashtra,Mumbai,11-12-2024,1126.10,2000.00,2500.00,3000.00,0.00,Metric Tonnes,Rs./Quintal,2026-02-28T11:33:19.754155
Tomato,Vegetables,Maharashtra,Mumbai,12-12-2024,370.90,1800.00,2100.00,2400.00,0.00,Metric Tonnes,Rs./Quintal,2026-02-28T11:33:19.754164
Tomato,Vegetables,Maharashtra,Mumbai,13-12-2024,215.00,1600.00,1800.00,2000.00,0.00,Metric Tonnes,Rs./Quintal,2026-02-28T11:33:19.754171
Tomato,Vegetables,Maharashtra,Mumbai,14-12-2024,327.90,1400.00,1600.00,1800.00,0.00,Metric Tonnes,Rs./Quintal,2026-02-28T11:33:19.754178
Tomato,Vegetables,Maharashtra,Mumbai,16-12-2024,229.80,1800.00,2000.00,2200.00,0.00,Metric Tonnes,Rs./Quintal,2026-02-28T11:33:19.754186
Tomato,Vegetables,Maharashtra,Mumbai,17-12-2024,281.70,1800.00,2100.00,2400.00,0.00,Metric Tonnes,Rs./Quintal,2026-02-28T11:33:19.754195
Tomato,Vegetables,Maharashtra,Mumbai,18-12-2024,218.70,1600.00,2000.00,2400.00,0.00,Metric Tonnes,Rs./Quintal,2026-02-28T11:33:19.754202
Tomato,Vegetables,Maharashtra,Mumbai,19-12-2024,346.60,2000.00,2200.00,2400.00,0.00,Metric Tonnes,Rs./Quintal,2026-02-28T11:33:19.754209
Tomato,Vegetables,Maharashtra,Mumbai,20-12-2024,204.10,1800.00,2100.00,2400.00,0.00,Metric Tonnes,Rs./Quintal,2026-02-28T11:33:19.754216
Tomato,Vegetables,Maharashtra,Mumbai,21-12-2024,168.30,1600.00,2000.00,2400.00,0.00,Metric Tonnes,Rs./Quintal,2026-02-28T11:33:19.754225
Tomato,Vegetables,Maharashtra,Mumbai,23-12-2024,189.90,2000.00,2500.00,3000.00,0.00,Metric Tonnes,Rs./Quintal,2026-02-28T11:33:19.754232
Tomato,Vegetables,Maharashtra,Mumbai,24-12-2024,182.70,2000.00,2500.00,3000.00,0.00,Metric Tonnes,Rs./Quintal,2026-02-28T11:33:19.754241
Tomato,Vegetables,Maharashtra,Mumbai,25-12-2024,267.20,2000.00,2200.00,2500.00,0.00,Metric Tonnes,Rs./Quintal,2026-02-28T11:33:19.754248
Tomato,Vegetables,Maharashtra,Mumbai,26-12-2024,214.00,2000.00,2200.00,2400.00,0.00,Metric Tonnes,Rs./Quintal,2026-02-28T11:33:19.754255
Tomato,Vegetables,Maharashtra,Mumbai,27-12-2024,207.90,1200.00,1500.00,1800.00,0.00,Metric Tonnes,Rs./Quintal,2026-02-28T11:33:19.754265
Tomato,Vegetables,Maharashtra,Mumbai,28-12-2024,303.80,1200.00,1500.00,1800.00,0.00,Metric Tonnes,Rs./Quintal,2026-02-28T11:33:19.754273
Tomato,Vegetables,Maharashtra,Mumbai,30-12-2024,272.90,1000.00,1200.00,1800.00,0.00,Metric Tonnes,Rs./Quintal,2026-02-28T11:33:19.754280
Tomato,Vegetables,Maharashtra,Mumbai,31-12-2024,236.50,1200.00,1400.00,1600.00,0.00,Metric Tonnes,Rs./Quintal,2026-02-28T11:33:19.754287
Tomato,Vegetables,Maharashtra,Mumbai,01-01-2025,203.50,1200.00,1400.00,1600.00,-,Metric Tonnes,Rs./Quintal,2026-02-28T11:33:19.754295
Tomato,Vegetables,Maharashtra,Mumbai,02-01-2025,251.60,1100.00,1300.00,1500.00,-,Metric Tonnes,Rs./Quintal,2026-02-28T11:33:19.754304
Tomato,Vegetables,Maharashtra,Mumbai,03-01-2025,284.20,1000.00,1200.00,1400.00,-,Metric Tonnes,Rs./Quintal,2026-02-28T11:33:19.754311
Tomato,Vegetables,Maharashtra,Mumbai,04-01-2025,261.00,1000.00,1300.00,1600.00,-,Metric Tonnes,Rs./Quintal,2026-02-28T11:33:19.754321
Tomato,Vegetables,Maharashtra,Mumbai,06-01-2025,317.20,1200.00,1400.00,1600.00,-,Metric Tonnes,Rs./Quintal,2026-02-28T11:33:19.754328
Tomato,Vegetables,Maharashtra,Mumbai,07-01-2025,183.40,1400.00,1600.00,1800.00,-,Metric Tonnes,Rs./Quintal,2026-02-28T11:33:19.754335
Tomato,Vegetables,Maharashtra,Mumbai,08-01-2025,245.90,1200.00,1400.00,1600.00,-,Metric Tonnes,Rs./Quintal,2026-02-28T11:33:19.754342
Tomato,Vegetables,Maharashtra,Mumbai,09-01-2025,75.50,1000.00,1200.00,1400.00,-,Metric Tonnes,Rs./Quintal,2026-02-28T11:33:19.754351
Tomato,Vegetables,Maharashtra,Mumbai,10-01-2025,208.60,1200.00,1400.00,1600.00,-,Metric Tonnes,Rs./Quintal,2026-02-28T11:33:19.754359
Tomato,Vegetables,Maharashtra,Mumbai,14-01-2025,201.20,1300.00,1400.00,1500.00,-,Metric Tonnes,Rs./Quintal,2026-02-28T11:33:19.754366
Tomato,Vegetables,Maharashtra,Mumbai,15-01-2025,226.10,1200.00,1300.00,1400.00,-,Metric Tonnes,Rs./Quintal,2026-02-28T11:33:19.754373
Tomato,Vegetables,Maharashtra,Mumbai,16-01-2025,191.80,1000.00,1200.00,1400.00,-,Metric Tonnes,Rs./Quintal,2026-02-28T11:33:19.754380
Tomato,Vegetables,Maharashtra,Mumbai,17-01-2025,286.00,1000.00,1100.00,1200.00,-,Metric Tonnes,Rs./Quintal,2026-02-28T11:33:19.754389
Tomato,Vegetables,Maharashtra,Mumbai,18-01-2025,371.90,1000.00,1100.00,1200.00,-,Metric Tonnes,Rs./Quintal,2026-02-28T11:33:19.754398
Tomato,Vegetables,Maharashtra,Mumbai,20-01-2025,328.80,900.00,1000.00,1100.00,-,Metric Tonnes,Rs./Quintal,2026-02-28T11:33:19.754405
Tomato,Vegetables,Maharashtra,Mumbai,21-01-2025,198.60,800.00,900.00,1000.00,-,Metric Tonnes,Rs./Quintal,2026-02-28T11:33:19.754412
Tomato,Vegetables,Maharashtra,Mumbai,22-01-2025,20.00,800.00,900.00,1000.00,-,Metric Tonnes,Rs./Quintal,2026-02-28T11:33:19.754419
Tomato,Vegetables,Maharashtra,Mumbai,23-01-2025,147.90,1000.00,1100.00,1200.00,-,Metric Tonnes,Rs./Quintal,2026-02-28T11:33:19.754428
Tomato,Vegetables,Maharashtra,Mumbai,24-01-2025,229.70,1000.00,1200.00,1400.00,-,Metric Tonnes,Rs./Quintal,2026-02-28T11:33:19.754435
Tomato,Vegetables,Maharashtra,Mumbai,25-01-2025,222.80,1000.00,1200.00,1400.00,-,Metric Tonnes,Rs./Quintal,2026-02-28T11:33:19.754442
Tomato,Vegetables,Maharashtra,Mumbai,28-01-2025,246.20,1000.00,1200.00,1400.00,-,Metric Tonnes,Rs./Quintal,2026-02-28T11:33:19.754449
Tomato,Vegetables,Maharashtra,Mumbai,29-01-2025,245.30,1000.00,1200.00,1400.00,-,Metric Tonnes,Rs./Quintal,2026-02-28T11:33:19.754456
Tomato,Vegetables,Maharashtra,Mumbai,30-01-2025,192.10,800.00,900.00,1000.00,-,Metric Tonnes,Rs./Quintal,2026-02-28T11:33:19.754463
Tomato,Vegetables,Maharashtra,Mumbai,31-01-2025,206.30,800.00,900.00,1000.00,-,Metric Tonnes,Rs./Quintal,2026-02-28T11:33:19.754474
Tomato,Vegetables,Maharashtra,Mumbai,01-02-2025,480.00,800.00,900.00,1000.00,-,Metric Tonnes,Rs./Quintal,2026-02-28T11:33:19.754481
Tomato,Vegetables,Maharashtra,Mumbai,03-02-2025,480.40,1000.00,1200.00,1400.00,-,Metric Tonnes,Rs./Quintal,2026-02-28T11:33:19.754488
Tomato,Vegetables,Maharashtra,Mumbai,04-02-2025,224.70,1000.00,1200.00,1400.00,-,Metric Tonnes,Rs./Quintal,2026-02-28T11:33:19.754495
Tomato,Vegetables,Maharashtra,Mumbai,05-02-2025,281.20,1000.00,1200.00,1400.00,-,Metric Tonnes,Rs./Quintal,2026-02-28T11:33:19.754503
Tomato,Vegetables,Maharashtra,Mumbai,06-02-2025,245.30,800.00,900.00,1000.00,-,Metric Tonnes,Rs./Quintal,2026-02-28T11:33:19.754512
Tomato,Vegetables,Maharashtra,Mumbai,07-02-2025,213.10,1000.00,1300.00,1400.00,-,Metric Tonnes,Rs./Quintal,2026-02-28T11:33:19.754519
Tomato,Vegetables,Maharashtra,Mumbai,13-02-2025,154.20,800.00,900.00,1000.00,-,Metric Tonnes,Rs./Quintal,2026-02-28T11:33:19.754526
Tomato,Vegetables,Maharashtra,Mumbai,15-02-2025,203.20,1000.00,1200.00,1400.00,-,Metric Tonnes,Rs./Quintal,2026-02-28T11:33:19.754533
Tomato,Vegetables,Maharashtra,Mumbai,17-02-2025,216.50,1100.00,1300.00,1500.00,-,Metric Tonnes,Rs./Quintal,2026-02-28T11:33:19.754540
Tomato,Vegetables,Maharashtra,Mumbai,18-02-2025,213.30,1100.00,1300.00,1500.00,-,Metric Tonnes,Rs./Quintal,2026-02-28T11:33:19.754551
Tomato,Vegetables,Maharashtra,Mumbai,19-02-2025,221.20,1000.00,1200.00,1400.00,-,Metric Tonnes,Rs./Quintal,2026-02-28T11:33:19.754558
Tomato,Vegetables,Maharashtra,Mumbai,20-02-2025,205.90,1000.00,1200.00,1400.00,-,Metric Tonnes,Rs./Quintal,2026-02-28T11:33:19.754565
Tomato,Vegetables,Maharashtra,Mumbai,21-02-2025,227.60,1000.00,1200.00,1400.00,-,Metric Tonnes,Rs./Quintal,2026-02-28T11:33:19.754572
Tomato,Vegetables,Maharashtra,Mumbai,22-02-2025,238.70,900.00,1100.00,1300.00,-,Metric Tonnes,Rs./Quintal,2026-02-28T11:33:19.754579
Tomato,Vegetables,Maharashtra,Mumbai,24-02-2025,235.80,1000.00,1200.00,1400.00,-,Metric Tonnes,Rs./Quintal,2026-02-28T11:33:19.754586
Tomato,Vegetables,Maharashtra,Mumbai,25-02-2025,207.90,1100.00,1200.00,1300.00,-,Metric Tonnes,Rs./Quintal,2026-02-28T11:33:19.754595
Tomato,Vegetables,Maharashtra,Mumbai,26-02-2025,206.50,1000.00,1200.00,1400.00,-,Metric Tonnes,Rs./Quintal,2026-02-28T11:33:19.754602
Tomato,Vegetables,Maharashtra,Mumbai,27-02-2025,168.90,1100.00,1200.00,1300.00,-,Metric Tonnes,Rs./Quintal,2026-02-28T11:33:19.754609
Tomato,Vegetables,Maharashtra,Mumbai,28-02-2025,204.20,1000.00,1200.00,1400.00,-,Metric Tonnes,Rs./Quintal,2026-02-28T11:33:19.754616
Tomato,Vegetables,Maharashtra,Mumbai,01-03-2025,307.20,1100.00,1200.00,1300.00,-,Metric Tonnes,Rs./Quintal,2026-02-28T11:33:19.754626
Tomato,Vegetables,Maharashtra,Mumbai,03-03-2025,183.10,1000.00,1200.00,1400.00,-,Metric Tonnes,Rs./Quintal,2026-02-28T11:33:19.754634
Tomato,Vegetables,Maharashtra,Mumbai,04-03-2025,183.90,1000.00,1200.00,1400.00,-,Metric Tonnes,Rs./Quintal,2026-02-28T11:33:19.754642
Tomato,Vegetables,Maharashtra,Mumbai,05-03-2025,196.60,1100.00,1200.00,1300.00,-,Metric Tonnes,Rs./Quintal,2026-02-28T11:33:19.754649
Tomato,Vegetables,Maharashtra,Mumbai,06-03-2025,186.70,1000.00,1099.00,1200.00,-,Metric Tonnes,Rs./Quintal,2026-02-28T11:33:19.754656
Tomato,Vegetables,Maharashtra,Mumbai,07-03-2025,152.80,1000.00,1100.00,1200.00,-,Metric Tonnes,Rs./Quintal,2026-02-28T11:33:19.754664
Tomato,Vegetables,Maharashtra,Mumbai,08-03-2025,217.00,1000.00,1100.00,1200.00,-,Metric Tonnes,Rs./Quintal,2026-02-28T11:33:19.754673
Tomato,Vegetables,Maharashtra,Mumbai,10-03-2025,198.20,1000.00,1200.00,1400.00,-,Metric Tonnes,Rs./Quintal,2026-02-28T11:33:19.754680
Tomato,Vegetables,Maharashtra,Mumbai,11-03-2025,216.00,1000.00,1200.00,1400.00,-,Metric Tonnes,Rs./Quintal,2026-02-28T11:33:19.754687
Tomato,Vegetables,Maharashtra,Mumbai,12-03-2025,145.80,1000.00,1200.00,1400.00,-,Metric Tonnes,Rs./Quintal,2026-02-28T11:33:19.754694
Tomato,Vegetables,Maharashtra,Mumbai,13-03-2025,212.60,1000.00,1200.00,1400.00,-,Metric Tonnes,Rs./Quintal,2026-02-28T11:33:19.754704
Tomato,Vegetables,Maharashtra,Mumbai,15-03-2025,233.60,1000.00,1100.00,1200.00,-,Metric Tonnes,Rs./Quintal,2026-02-28T11:33:19.754711
Tomato,Vegetables,Maharashtra,Mumbai,17-03-2025,212.70,1200.00,1300.00,1400.00,-,Metric Tonnes,Rs./Quintal,2026-02-28T11:33:19.754721
Tomato,Vegetables,Maharashtra,Mumbai,18-03-2025,300.70,1000.00,1200.00,1400.00,-,Metric Tonnes,Rs./Quintal,2026-02-28T11:33:19.754728
Tomato,Vegetables,Maharashtra,Mumbai,19-03-2025,267.40,1000.00,1100.00,1200.00,-,Metric Tonnes,Rs./Quintal,2026-02-28T11:33:19.754735
Tomato,Vegetables,Maharashtra,Mumbai,20-03-2025,172.60,600.00,900.00,1200.00,-,Metric Tonnes,Rs./Quintal,2026-02-28T11:33:19.754742
Tomato,Vegetables,Maharashtra,Mumbai,21-03-2025,146.80,1000.00,1200.00,1400.00,-,Metric Tonnes,Rs./Quintal,2026-02-28T11:33:19.754749
Tomato,Vegetables,Maharashtra,Mumbai,22-03-2025,229.90,1000.00,1100.00,1200.00,-,Metric Tonnes,Rs./Quintal,2026-02-28T11:33:19.754757
Tomato,Vegetables,Maharashtra,Mumbai,24-03-2025,200.90,800.00,1000.00,1200.00,-,Metric Tonnes,Rs./Quintal,2026-02-28T11:33:19.754764
Tomato,Vegetables,Maharashtra,Mumbai,25-03-2025,216.60,1000.00,1100.00,1200.00,-,Metric Tonnes,Rs./Quintal,2026-02-28T11:33:19.754771
Tomato,Vegetables,Maharashtra,Mumbai,26-03-2025,209.00,900.00,1000.00,1100.00,-,Metric Tonnes,Rs./Quintal,2026-02-28T11:33:19.754780
Tomato,Vegetables,Maharashtra,Mumbai,27-03-2025,147.40,1000.00,1100.00,1200.00,-,Metric Tonnes,Rs./Quintal,2026-02-28T11:33:19.754787
Tomato,Vegetables,Maharashtra,Mumbai,28-03-2025,192.50,900.00,1000.00,1100.00,-,Metric Tonnes,Rs./Quintal,2026-02-28T11:33:19.754796
Tomato,Vegetables,Maharashtra,Mumbai,31-03-2025,179.30,1000.00,1100.00,1200.00,-,Metric Tonnes,Rs./Quintal,2026-02-28T11:33:19.754803
Tomato,Vegetables,Maharashtra,Mumbai,01-04-2025,172.70,1000.00,1100.00,1200.00,-,Metric Tonnes,Rs./Quintal,2026-02-28T11:33:19.754810
Tomato,Vegetables,Maharashtra,Mumbai,02-04-2025,253.00,1000.00,1100.00,1200.00,-,Metric Tonnes,Rs./Quintal,2026-02-28T11:33:19.754817
Tomato,Vegetables,Maharashtra,Mumbai,03-04-2025,190.00,1000.00,1100.00,1200.00,-,Metric Tonnes,Rs./Quintal,2026-02-28T11:33:19.754824
