,,,,,,All Type of Report (All Grades) for 01-Jan-2023 to 25-Feb-2026,,,,,
Maharashtra,Mumbai,Vegetables,Onion,29-08-2025,-,792.00,Metric Tonnes,1000.00,1300.00,1600.00,Rs./Quintal
Maharashtra,Mumbai,Vegetables,Onion,30-08-2025,-,879.00,Metric Tonnes,1000.00,1300.00,1600.00,Rs./Quintal
Maharashtra,Mumbai,Vegetables,Onion,01-09-2025,-,1330.90,Metric Tonnes,1000.00,1300.00,1600.00,Rs./Quintal
Maharashtra,Mumbai,Vegetables,Onion,02-09-2025,-,835.10,Metric Tonnes,1100.00,1400.00,1700.00,Rs./Quintal
Maharashtra,Mumbai,Vegetables,Onion,03-09-2025,-,442.90,Metric Tonnes,1100.00,1400.00,1700.00,Rs./Quintal
Maharashtra,Mumbai,Vegetables,Onion,04-09-2025,-,1405.50,Metric Tonnes,1000.00,1300.00,1600.00,Rs./Quintal
Maharashtra,Mumbai,Vegetables,Onion,08-09-2025,-,1732.70,Metric Tonnes,1000.00,1300.00,1600.00,Rs./Quintal
Maharashtra,Mumbai,Vegetables,Onion,09-09-2025,-,921.40,Metric Tonnes,1100.00,1400.00,1700.00,Rs./Quintal
Maharashtra,Mumbai,Vegetables,Onion,10-09-2025,-,999.80,Metric Tonnes,1000.00,1300.00,1600.00,Rs./Quintal
Maharashtra,Mumbai,Vegetables,Onion,11-09-2025,-,1083.40,Metric Tonnes,900.00,1150.00,1400.00,Rs./Quintal
Maharashtra,Mumbai,Vegetables,Onion,12-09-2025,-,1274.50,Metric Tonnes,900.00,1100.00,1300.00,Rs./Quintal
Maharashtra,Mumbai,Vegetables,Onion,13-09-2025,-,1366.60,Metric Tonnes,900.00,1100.00,1300.00,Rs./Quintal
Maharashtra,Mumbai,Vegetables,Onion,15-09-2025,-,1435.90,Metric Tonnes,900.00,1100.00,1300.00,Rs./Quintal
Maharashtra,Mumbai,Vegetables,Onion,16-09-2025,-,557.20,Metric Tonnes,900.00,1150.00,1400.00,Rs./Quintal
Maharashtra,Mumbai,Vegetables,Onion,17-09-2025,-,1014.80,Metric Tonnes,800.00,1050.00,1300.00,Rs./Quintal
Maharashtra,Mumbai,Vegetables,Onion,18-09-2025,-,738.30,Metric Tonnes,900.00,1150.00,1400.00,Rs./Quintal
Maharashtra,Mumbai,Vegetables,Onion,19-09-2025,-,820.40,Metric Tonnes,900.00,1100.00,1300.00,Rs./Quintal
Maharashtra,Mumbai,Vegetables,Onion,20-09-2025,-,1357.30,Metric Tonnes,1000.00,1250.00,1500.00,Rs./Quintal
Maharashtra,Mumbai,Vegetables,Onion,22-09-2025,-,1372.90,Metric Tonnes,900.00,1150.00,1400.00,Rs./Quintal
Maharashtra,Mumbai,Vegetables,Onion,23-09-2025,-,913.20,Metric Tonnes,1000.00,1250.00,1500.00,Rs./Quintal
Maharashtra,Mumbai,Vegetables,Onion,24-09-2025,-,1115.40,Metric Tonnes,900.00,1150.00,1400.00,Rs./Quintal
Maharashtra,Mumbai,Vegetables,Onion,26-09-2025,-,1483.80,Metric Tonnes,800.00,1050.00,1300.00,Rs./Quintal
Maharashtra,Mumbai,Vegetables,Onion,27-09-2025,-,1226.20,Metric Tonnes,800.00,1050.00,1300.00,Rs./Quintal
Maharashtra,Mumbai,Vegetables,Onion,29-09-2025,-,772.80,Metric Tonnes,800.00,1100.00,1400.00,Rs./Quintal
Maharashtra,Mumbai,Vegetables,Onion,30-09-2025,-,696.50,Metric Tonnes,800.00,1050.00,1300.00,Rs./Quintal
Maharashtra,Mumbai,Vegetables,Onion,01-10-2025,-,1131.50,Metric Tonnes,900.00,1200.00,1500.00,Rs./Quintal
Maharashtra,Mumbai,Vegetables,Onion,03-10-2025,-,1003.50,Metric Tonnes,900.00,1150.00,1400.00,Rs./Quintal
Maharashtra,Mumbai,Vegetables,Onion,06-10-2025,-,1770.40,Metric Tonnes,900.00,1200.00,1500.00,Rs./Quintal
Maharashtra,Mumbai,Vegetables,Onion,07-10-2025,-,1005.10,Metric Tonnes,900.00,1150.00,1400.00,Rs./Quintal
Maharashtra,Mumbai,Vegetables,Onion,08-10-2025,-,1320.00,Metric Tonnes,900.00,1150.00,1400.00,Rs./Quintal
Maharashtra,Mumbai,Vegetables,Onion,09-10-2025,-,1047.70,Metric Tonnes,900.00,1200.00,1500.00,Rs./Quintal
Maharashtra,Mumbai,Vegetables,Onion,10-10-2025,-,1122.00,Metric Tonnes,800.00,1250.00,1700.00,Rs./Quintal
Maharashtra,Mumbai,Vegetables,Onion,11-10-2025,-,1376.80,Metric Tonnes,700.00,1200.00,1700.00,Rs./Quintal
Maharashtra,Mumbai,Vegetables,Onion,13-10-2025,-,1576.50,Metric Tonnes,700.00,1200.00,1700.00,Rs./Quintal
Maharashtra,Mumbai,Vegetables,Onion,14-10-2025,-,862.60,Metric Tonnes,700.00,1200.00,1700.00,Rs./Quintal
Maharashtra,Mumbai,Vegetables,Onion,15-10-2025,-,1080.40,Metric Tonnes,700.00,1150.00,1600.00,Rs./Quintal
Maharashtra,Mumbai,Vegetables,Onion,16-10-2025,-,930.90,Metric Tonnes,700.00,1200.00,1700.00,Rs./Quintal
Maharashtra,Mumbai,Vegetables,Onion,17-10-2025,-,842.80,Metric Tonnes,800.00,1300.00,1800.00,Rs./Quintal
Maharashtra,Mumbai,Vegetables,Onion,24-10-2025,-,692.90,Metric Tonnes,800.00,1300.00,1800.00,Rs./Quintal
Maharashtra,Mumbai,Vegetables,Onion,25-10-2025,-,832.40,Metric Tonnes,900.00,1350.00,1800.00,Rs./Quintal
Maharashtra,Mumbai,Vegetables,Onion,27-10-2025,-,1297.80,Metric Tonnes,1100.00,1500.00,2000.00,Rs./Quintal
Maharashtra,Mumbai,Vegetables,Onion,28-10-2025,-,1210.00,Metric Tonnes,1100.00,1550.00,2000.00,Rs./Quintal
Maharashtra,Mumbai,Vegetables,Onion,29-10-2025,-,1215.20,Metric Tonnes,1000.00,1450.00,1900.00,Rs./Quintal
Maharashtra,Mumbai,Vegetables,Onion,30-10-2025,-,981.10,Metric Tonnes,1000.00,1400.00,1800.00,Rs./Quintal
Maharashtra,Mumbai,Vegetables,Onion,31-10-2025,-,926.50,Metric Tonnes,1000.00,1400.00,1800.00,Rs./Quintal
Maharashtra,Mumbai,Vegetables,Onion,01-11-2025,-,1213.70,Metric Tonnes,1000.00,1500.00,2000.00,Rs./Quintal
Maharashtra,Mumbai,Vegetables,Onion,03-11-2025,-,1472.00,Metric Tonnes,1000.00,1500.00,2000.00,Rs./Quintal
Maharashtra,Mumbai,Vegetables,Onion,04-11-2025,-,889.00,Metric Tonnes,800.00,1400.00,2000.00,Rs./Quintal
Maharashtra,Mumbai,Vegetables,Onion,07-11-2025,-,1049.50,Metric Tonnes,700.00,1300.00,1900.00,Rs./Quintal
Maharashtra,Mumbai,Vegetables,Onion,10-11-2025,-,1357.10,Metric Tonnes,700.00,1300.00,1900.00,Rs./Quintal
Maharashtra,Mumbai,Vegetables,Onion,11-11-2025,-,872.90,Metric Tonnes,800.00,1400.00,2000.00,Rs./Quintal
Maharashtra,Mumbai,Vegetables,Onion,12-11-2025,-,1062.60,Metric Tonnes,700.00,1300.00,1900.00,Rs./Quintal
Maharashtra,Mumbai,Vegetables,Onion,13-11-2025,-,986.80,Metric Tonnes,700.00,1300.00,1900.00,Rs./Quintal
Maharashtra,Mumbai,Vegetables,Onion,14-11-2025,-,1217.30,Metric Tonnes,800.00,1400.00,2000.00,Rs./Quintal
Maharashtra,Mumbai,Vegetables,Onion,17-11-2025,-,1531.20,Metric Tonnes,700.00,1350.00,2000.00,Rs./Quintal
Maharashtra,Mumbai,Vegetables,Onion,19-11-2025,-,948.30,Metric Tonnes,700.00,1300.00,1900.00,Rs./Quintal
Maharashtra,Mumbai,Vegetables,Onion,20-11-2025,-,922.50,Metric Tonnes,700.00,1350.00,2000.00,Rs./Quintal
Maharashtra,Mumbai,Vegetables,Onion,21-11-2025,-,1083.20,Metric Tonnes,500.00,1250.00,2000.00,Rs./Quintal
Maharashtra,Mumbai,Vegetables,Onion,24-11-2025,-,1380.70,Metric Tonnes,700.00,1300.00,1900.00,Rs./Quintal
Maharashtra,Mumbai,Vegetables,Onion,25-11-2025,-,1042.10,Metric Tonnes,700.00,1350.00,2000.00,Rs./Quintal
Maharashtra,Mumbai,Vegetables,Onion,26-11-2025,-,856.90,Metric Tonnes,800.00,1450.00,2100.00,Rs./Quintal
Maharashtra,Mumbai,Vegetables,Onion,27-11-2025,-,777.30,Metric Tonnes,700.00,1350.00,2000.00,Rs./Quintal
Maharashtra,Mumbai,Vegetables,Onion,28-11-2025,-,1034.50,Metric Tonnes,600.00,1250.00,1900.00,Rs./Quintal
Maharashtra,Mumbai,Vegetables,Onion,01-12-2025,-,1068.50,Metric Tonnes,600.00,1300.00,2000.00,Rs./Quintal
Maharashtra,Mumbai,Vegetables,Onion,02-12-2025,-,867.00,Metric Tonnes,500.00,1200.00,1900.00,Rs./Quintal
Maharashtra,Mumbai,Vegetables,Onion,03-12-2025,-,843.40,Metric Tonnes,500.00,1200.00,1900.00,Rs./Quintal
Maharashtra,Mumbai,Vegetables,Onion,04-12-2025,-,923.80,Metric Tonnes,500.00,1200.00,1900.00,Rs./Quintal
Maharashtra,Mumbai,Vegetables,Onion,05-12-2025,-,1048.40,Metric Tonnes,500.00,1150.00,1800.00,Rs./Quintal
Maharashtra,Mumbai,Vegetables,Onion,08-12-2025,-,1338.60,Metric Tonnes,700.00,1350.00,2000.00,Rs./Quintal
Maharashtra,Mumbai,Vegetables,Onion,09-12-2025,-,786.20,Metric Tonnes,700.00,1350.00,2000.00,Rs./Quintal
Maharashtra,Mumbai,Vegetables,Onion,10-12-2025,-,821.20,Metric Tonnes,800.00,1400.00,2000.00,Rs./Quintal
Maharashtra,Mumbai,Vegetables,Onion,12-12-2025,-,942.50,Metric Tonnes,900.00,1800.00,2700.00,Rs./Quintal
Maharashtra,Mumbai,Vegetables,Onion,15-12-2025,-,1217.60,Metric Tonnes,1000.00,2000.00,3000.00,Rs./Quintal
Maharashtra,Mumbai,Vegetables,Onion,16-12-2025,-,906.80,Metric Tonnes,1000.00,2000.00,3000.00,Rs./Quintal
Maharashtra,Mumbai,Vegetables,Onion,17-12-2025,-,1116.10,Metric Tonnes,1300.00,2150.00,3000.00,Rs./Quintal
Maharashtra,Mumbai,Vegetables,Onion,18-12-2025,-,858.20,Metric Tonnes,1200.00,2100.00,3000.00,Rs./Quintal
Maharashtra,Mumbai,Vegetables,Onion,19-12-2025,-,1444.50,Metric Tonnes,1000.00,1900.00,2800.00,Rs./Quintal
Maharashtra,Mumbai,Vegetables,Onion,22-12-2025,-,1684.10,Metric Tonnes,1000.00,1700.00,2400.00,Rs./Quintal
Maharashtra,Mumbai,Vegetables,Onion,23-12-2025,-,930.70,Metric Tonnes,1000.00,1700.00,2400.00,Rs./Quintal
Maharashtra,Mumbai,Vegetables,Onion,24-12-2025,-,1045.70,Metric Tonnes,1000.00,1750.00,2500.00,Rs./Quintal
Maharashtra,Mumbai,Vegetables,Onion,25-12-2025,-,814.00,Metric Tonnes,900.00,1750.00,2600.00,Rs./Quintal
Maharashtra,Mumbai,Vegetables,Onion,26-12-2025,-,1273.10,Metric Tonnes,1000.00,1850.00,2700.00,Rs./Quintal
Maharashtra,Mumbai,Vegetables,Onion,29-12-2025,-,1494.10,Metric Tonnes,900.00,1700.00,2500.00,Rs./Quintal
Maharashtra,Mumbai,Vegetables,Onion,30-12-2025,-,948.80,Metric Tonnes,1000.00,1800.00,2600.00,Rs./Quintal
Maharashtra,Mumbai,Vegetables,Onion,31-12-2025,-,988.20,Metric Tonnes,900.00,1700.00,2500.00,Rs./Quintal
Maharashtra,Mumbai,Vegetables,Onion,01-01-2026,-,876.50,Metric Tonnes,900.00,1650.00,2400.00,Rs./Quintal
Maharashtra,Mumbai,Vegetables,Onion,02-01-2026,-,1242.70,Metric Tonnes,800.00,1550.00,2300.00,Rs./Quintal
Maharashtra,Mumbai,Vegetables,Onion,05-01-2026,-,1830.10,Metric Tonnes,900.00,1550.00,2200.00,Rs./Quintal
Maharashtra,Mumbai,Vegetables,Onion,06-01-2026,-,1138.50,Metric Tonnes,1000.00,1650.00,2300.00,Rs./Quintal
Maharashtra,Mumbai,Vegetables,Onion,07-01-2026,-,1268.50,Metric Tonnes,900.00,1550.00,2200.00,Rs./Quintal
Maharashtra,Mumbai,Vegetables,Onion,08-01-2026,-,1024.90,Metric Tonnes,900.00,1550.00,2200.00,Rs./Quintal
Maharashtra,Mumbai,Vegetables,Onion,09-01-2026,-,1200.10,Metric Tonnes,900.00,1550.00,2200.00,Rs./Quintal
Maharashtra,Mumbai,Vegetables,Onion,12-01-2026,-,1573.00,Metric Tonnes,900.00,1550.00,2200.00,Rs./Quintal
Maharashtra,Mumbai,Vegetables,Onion,13-01-2026,-,1119.90,Metric Tonnes,800.00,1450.00,2100.00,Rs./Quintal
Maharashtra,Mumbai,Vegetables,Onion,14-01-2026,-,1350.80,Metric Tonnes,700.00,1350.00,2000.00,Rs./Quintal
Maharashtra,Mumbai,Vegetables,Onion,16-01-2026,-,1356.80,Metric Tonnes,700.00,1350.00,2000.00,Rs./Quintal
Maharashtra,Mumbai,Vegetables,Onion,19-01-2026,-,1850.30,Metric Tonnes,600.00,1200.00,1800.00,Rs./Quintal
Maharashtra,Mumbai,Vegetables,Onion,20-01-2026,-,1114.60,Metric Tonnes,800.00,1400.00,2000.00,Rs./Quintal
Maharashtra,Mumbai,Vegetables,Onion,21-01-2026,-,1159.80,Metric Tonnes,800.00,1450.00,2100.00,Rs./Quintal
Maharashtra,Mumbai,Vegetables,Onion,22-01-2026,-,848.00,Metric Tonnes,800.00,1500.00,2200.00,Rs./Quintal
Maharashtra,Mumbai,Vegetables,Onion,23-01-2026,-,1427.30,Metric Tonnes,800.00,1500.00,2200.00,Rs./Quintal
Maharashtra,Mumbai,Vegetables,Onion,27-01-2026,-,1741.50,Metric Tonnes,1000.00,1500.00,2000.00,Rs./Quintal
Maharashtra,Mumbai,Vegetables,Onion,28-01-2026,-,1240.70,Metric Tonnes,1000.00,1450.00,1900.00,Rs./Quintal
Maharashtra,Mumbai,Vegetables,Onion,29-01-2026,-,799.70,Metric Tonnes,1000.00,1500.00,2000.00,Rs./Quintal
Maharashtra,Mumbai,Vegetables,Onion,30-01-2026,-,1025.00,Metric Tonnes,800.00,1300.00,1800.00,Rs./Quintal
Maharashtra,Mumbai,Vegetables,Onion,02-02-2026,-,1689.30,Metric Tonnes,800.00,1300.00,1800.00,Rs./Quintal
Maharashtra,Mumbai,Vegetables,Onion,03-02-2026,-,989.60,Metric Tonnes,900.00,1350.00,1800.00,Rs./Quintal
Maharashtra,Mumbai,Vegetables,Onion,04-02-2026,-,520.20,Metric Tonnes,1000.00,1450.00,1900.00,Rs./Quintal
Maharashtra,Mumbai,Vegetables,Onion,05-02-2026,-,1046.40,Metric Tonnes,900.00,1350.00,1800.00,Rs./Quintal
Maharashtra,Mumbai,Vegetables,Onion,06-02-2026,-,1763.80,Metric Tonnes,900.00,1300.00,1700.00,Rs./Quintal
Maharashtra,Mumbai,Vegetables,Onion,09-02-2026,-,1619.70,Metric Tonnes,1000.00,1400.00,1800.00,Rs./Quintal
Maharashtra,Mumbai,Vegetables,Onion,10-02-2026,-,941.20,Metric Tonnes,900.00,1300.00,1700.00,Rs./Quintal
Maharashtra,Mumbai,Vegetables,Onion,11-02-2026,-,1282.70,Metric Tonnes,900.00,1250.00,1600.00,Rs./Quintal
Maharashtra,Mumbai,Vegetables,Onion,12-02-2026,-,1213.10,Metric Tonnes,900.00,1250.00,1600.00,Rs./Quintal
Maharashtra,Mumbai,Vegetables,Onion,13-02-2026,-,1518.30,Metric Tonnes,800.00,1150.00,1500.00,Rs./Quintal
Maharashtra,Mumbai,Vegetables,Onion,16-02-2026,-,1788.50,Metric Tonnes,800.00,1150.00,1500.00,Rs./Quintal
Maharashtra,Mumbai,Vegetables,Onion,17-02-2026,-,1252.30,Metric Tonnes,900.00,1250.00,1600.00,Rs./Quintal
Maharashtra,Mumbai,Vegetables,Onion,18-02-2026,-,1609.20,Metric Tonnes,800.00,1150.00,1500.00,Rs./Quintal
Maharashtra,Mumbai,Vegetables,Onion,20-02-2026,-,1850.70,Metric Tonnes,800.00,1200.00,1600.00,Rs./Quintal
Maharashtra,Mumbai,Vegetables,Onion,23-02-2026,-,1531.10,Metric Tonnes,700.00,1050.00,1400.00,Rs./Quintal
Maharashtra,Mumbai,Vegetables,Onion,24-02-2026,-,1143.90,Metric Tonnes,700.00,1050.00,1400.00,Rs./Quintal
Maharashtra,Mumbai,Vegetables,Onion,25-02-2026,-,1099.00,Metric Tonnes,700.00,1050.00,1400.00,Rs./Quintal
Maharashtra,Nagpur,Vegetables,Onion,01-01-2023,0.00,1.00,Metric Tonnes,1800.00,1900.00,2000.00,Rs./Quintal
Maharashtra,Nagpur,Vegetables,Onion,02-01-2023,0.00,1.00,Metric Tonnes,1400.00,1600.00,1800.00,Rs./Quintal
Maharashtra,Nagpur,Vegetables,Onion,03-01-2023,0.00,1.00,Metric Tonnes,1400.00,1600.00,1800.00,Rs./Quintal
Maharashtra,Nagpur,Vegetables,Onion,04-01-2023,0.00,561.00,Metric Tonnes,1000.71,1749.73,1999.64,Rs./Quintal
Maharashtra,Nagpur,Vegetables,Onion,06-01-2023,0.00,4.00,Metric Tonnes,1400.00,1600.00,1800.00,Rs./Quintal
Maharashtra,Nagpur,Vegetables,Onion,07-01-2023,0.00,60.00,Metric Tonnes,1000.00,1862.50,2000.00,Rs./Quintal
Maharashtra,Nagpur,Vegetables,Onion,10-01-2023,0.00,1.00,Metric Tonnes,1000.00,1500.00,1800.00,Rs./Quintal
Maharashtra,Nagpur,Vegetables,Onion,11-01-2023,0.00,351.00,Metric Tonnes,1000.00,1524.93,1700.28,Rs./Quintal
Maharashtra,Nagpur,Vegetables,Onion,12-01-2023,0.00,6.00,Metric Tonnes,1466.67,1650.00,1833.33,Rs./Quintal
Maharashtra,Nagpur,Vegetables,Onion,14-01-2023,0.00,42.00,Metric Tonnes,1000.00,1525.00,1700.00,Rs./Quintal
Maharashtra,Nagpur,Vegetables,Onion,15-01-2023,0.00,1.00,Metric Tonnes,1800.00,1900.00,2000.00,Rs./Quintal
Maharashtra,Nagpur,Vegetables,Onion,17-01-2023,0.00,202.00,Metric Tonnes,1003.96,1575.25,1700.99,Rs./Quintal
Maharashtra,Nagpur,Vegetables,Onion,19-01-2023,0.00,1.00,Metric Tonnes,1400.00,1600.00,1800.00,Rs./Quintal
Maharashtra,Nagpur,Vegetables,Onion,20-01-2023,0.00,1.00,Metric Tonnes,1200.00,1400.00,1600.00,Rs./Quintal
Maharashtra,Nagpur,Vegetables,Onion,21-01-2023,0.00,50.00,Metric Tonnes,1000.00,1600.00,1800.00,Rs./Quintal
Maharashtra,Nagpur,Vegetables,Onion,22-01-2023,0.00,2.00,Metric Tonnes,1600.00,1750.00,1900.00,Rs./Quintal
Maharashtra,Nagpur,Vegetables,Onion,23-01-2023,0.00,351.00,Metric Tonnes,1200.57,1500.28,1600.57,Rs./Quintal
Maharashtra,Nagpur,Vegetables,Onion,24-01-2023,0.00,312.00,Metric Tonnes,1005.13,1451.92,1602.56,Rs./Quintal
Maharashtra,Nagpur,Vegetables,Onion,25-01-2023,0.00,445.00,Metric Tonnes,1000.00,1450.00,1600.00,Rs./Quintal
Maharashtra,Nagpur,Vegetables,Onion,26-01-2023,0.00,1.00,Metric Tonnes,1800.00,1900.00,2000.00,Rs./Quintal
Maharashtra,Nagpur,Vegetables,Onion,29-01-2023,0.00,164.00,Metric Tonnes,1012.20,1382.32,1508.54,Rs./Quintal
Maharashtra,Nagpur,Vegetables,Onion,30-01-2023,0.00,227.00,Metric Tonnes,1005.29,1377.97,1503.96,Rs./Quintal
Maharashtra,Nagpur,Vegetables,Onion,31-01-2023,0.00,211.00,Metric Tonnes,1001.90,1376.07,1501.42,Rs./Quintal
Maharashtra,Nagpur,Vegetables,Onion,01-02-2023,0.00,238.00,Metric Tonnes,1000.00,1375.00,1500.00,Rs./Quintal
Maharashtra,Nagpur,Vegetables,Onion,02-02-2023,0.00,201.00,Metric Tonnes,1003.98,1377.61,1502.49,Rs./Quintal
Maharashtra,Nagpur,Vegetables,Onion,03-02-2023,0.00,4.00,Metric Tonnes,1400.00,1600.00,1800.00,Rs./Quintal
Maharashtra,Nagpur,Vegetables,Onion,04-02-2023,0.00,57.00,Metric Tonnes,908.77,1280.70,1407.02,Rs./Quintal
Maharashtra,Nagpur,Vegetables,Onion,05-02-2023,0.00,212.00,Metric Tonnes,1005.66,1378.54,1503.77,Rs./Quintal
Maharashtra,Nagpur,Vegetables,Onion,06-02-2023,0.00,249.00,Metric Tonnes,802.41,1251.41,1501.20,Rs./Quintal
Maharashtra,Nagpur,Vegetables,Onion,07-02-2023,0.00,200.00,Metric Tonnes,800.00,1175.00,1300.00,Rs./Quintal
Maharashtra,Nagpur,Vegetables,Onion,08-02-2023,0.00,183.00,Metric Tonnes,803.28,1177.32,1302.73,Rs./Quintal
Maharashtra,Nagpur,Vegetables,Onion,09-02-2023,0.00,310.00,Metric Tonnes,805.16,1178.71,1303.87,Rs./Quintal
Maharashtra,Nagpur,Vegetables,Onion,11-02-2023,0.00,56.00,Metric Tonnes,800.00,1250.00,1400.00,Rs./Quintal
Maharashtra,Nagpur,Vegetables,Onion,12-02-2023,0.00,202.00,Metric Tonnes,807.92,1131.19,1305.94,Rs./Quintal
Maharashtra,Nagpur,Vegetables,Onion,13-02-2023,0.00,322.00,Metric Tonnes,800.00,1212.50,1350.00,Rs./Quintal
Maharashtra,Nagpur,Vegetables,Onion,14-02-2023,0.00,229.00,Metric Tonnes,813.10,1184.28,1359.83,Rs./Quintal
Maharashtra,Nagpur,Vegetables,Onion,15-02-2023,0.00,366.00,Metric Tonnes,803.28,1140.03,1253.01,Rs./Quintal
Maharashtra,Nagpur,Vegetables,Onion,16-02-2023,0.00,311.00,Metric Tonnes,708.04,1155.31,1305.47,Rs./Quintal
Maharashtra,Nagpur,Vegetables,Onion,17-02-2023,0.00,3.00,Metric Tonnes,1400.00,1600.00,1800.00,Rs./Quintal
Maharashtra,Nagpur,Vegetables,Onion,18-02-2023,0.00,40.00,Metric Tonnes,700.00,1112.50,1150.00,Rs./Quintal
Maharashtra,Nagpur,Vegetables,Onion,19-02-2023,0.00,1.00,Metric Tonnes,1800.00,1900.00,2000.00,Rs./Quintal
Maharashtra,Nagpur,Vegetables,Onion,20-02-2023,0.00,150.00,Metric Tonnes,700.00,925.00,1000.00,Rs./Quintal
Maharashtra,Nagpur,Vegetables,Onion,21-02-2023,0.00,187.00,Metric Tonnes,702.67,964.84,1052.94,Rs./Quintal
Maharashtra,Nagpur,Vegetables,Onion,22-02-2023,0.00,196.00,Metric Tonnes,700.00,1000.00,1100.00,Rs./Quintal
Maharashtra,Nagpur,Vegetables,Onion,23-02-2023,0.00,194.00,Metric Tonnes,855.67,1069.07,1157.73,Rs./Quintal
Maharashtra,Nagpur,Vegetables,Onion,24-02-2023,0.00,3.00,Metric Tonnes,1200.00,1400.00,1600.00,Rs./Quintal
Maharashtra,Nagpur,Vegetables,Onion,25-02-2023,0.00,42.00,Metric Tonnes,650.00,1025.00,1150.00,Rs./Quintal
Maharashtra,Nagpur,Vegetables,Onion,26-02-2023,0.00,1.00,Metric Tonnes,1800.00,1900.00,2000.00,Rs./Quintal
Maharashtra,Nagpur,Vegetables,Onion,27-02-2023,0.00,285.00,Metric Tonnes,751.58,1051.23,1151.58,Rs./Quintal
Maharashtra,Nagpur,Vegetables,Onion,28-02-2023,0.00,171.00,Metric Tonnes,757.89,1056.14,1157.89,Rs./Quintal
Maharashtra,Nagpur,Vegetables,Onion,01-03-2023,0.00,280.00,Metric Tonnes,750.00,1050.00,1150.00,Rs./Quintal
Maharashtra,Nagpur,Vegetables,Onion,02-03-2023,0.00,1.00,Metric Tonnes,1400.00,1500.00,1600.00,Rs./Quintal
Maharashtra,Nagpur,Vegetables,Onion,03-03-2023,0.00,3.00,Metric Tonnes,1200.00,1400.00,1600.00,Rs./Quintal
Maharashtra,Nagpur,Vegetables,Onion,04-03-2023,0.00,56.00,Metric Tonnes,750.00,1087.50,1200.00,Rs./Quintal
Maharashtra,Nagpur,Vegetables,Onion,05-03-2023,0.00,1.00,Metric Tonnes,1400.00,1500.00,1600.00,Rs./Quintal
Maharashtra,Nagpur,Vegetables,Onion,06-03-2023,0.00,1.00,Metric Tonnes,1000.00,1200.00,1400.00,Rs./Quintal
Maharashtra,Nagpur,Vegetables,Onion,07-03-2023,0.00,1.00,Metric Tonnes,1000.00,1200.00,1400.00,Rs./Quintal
Maharashtra,Nagpur,Vegetables,Onion,09-03-2023,0.00,2.00,Metric Tonnes,1200.00,1350.00,1500.00,Rs./Quintal
Maharashtra,Nagpur,Vegetables,Onion,10-03-2023,0.00,1.00,Metric Tonnes,1000.00,1200.00,1400.00,Rs./Quintal
Maharashtra,Nagpur,Vegetables,Onion,12-03-2023,0.00,297.00,Metric Tonnes,901.01,1162.88,1251.52,Rs./Quintal
Maharashtra,Nagpur,Vegetables,Onion,13-03-2023,0.00,580.00,Metric Tonnes,900.34,1162.63,1250.52,Rs./Quintal
Maharashtra,Nagpur,Vegetables,Onion,14-03-2023,0.00,323.00,Metric Tonnes,899.69,1162.00,1249.85,Rs./Quintal
Maharashtra,Nagpur,Vegetables,Onion,15-03-2023,0.00,491.00,Metric Tonnes,900.20,1125.15,1200.41,Rs./Quintal
Maharashtra,Nagpur,Vegetables,Onion,16-03-2023,0.00,408.00,Metric Tonnes,855.64,1080.02,1156.62,Rs./Quintal
Maharashtra,Nagpur,Vegetables,Onion,17-03-2023,0.00,4.00,Metric Tonnes,1200.00,1400.00,1600.00,Rs./Quintal
Maharashtra,Nagpur,Vegetables,Onion,18-03-2023,0.00,42.00,Metric Tonnes,850.00,1075.00,1150.00,Rs./Quintal
Maharashtra,Nagpur,Vegetables,Onion,19-03-2023,0.00,213.00,Metric Tonnes,853.05,1077.70,1154.46,Rs./Quintal
Maharashtra,Nagpur,Vegetables,Onion,20-03-2023,0.00,103.00,Metric Tonnes,714.56,1035.92,1114.56,Rs./Quintal
Maharashtra,Nagpur,Vegetables,Onion,21-03-2023,0.00,154.00,Metric Tonnes,850.00,1075.00,1150.00,Rs./Quintal
Maharashtra,Nagpur,Vegetables,Onion,23-03-2023,0.00,256.00,Metric Tonnes,853.91,1078.52,1155.47,Rs./Quintal
Maharashtra,Nagpur,Vegetables,Onion,24-03-2023,0.00,2.00,Metric Tonnes,1200.00,1400.00,1600.00,Rs./Quintal
Maharashtra,Nagpur,Vegetables,Onion,25-03-2023,0.00,56.00,Metric Tonnes,850.00,1075.00,1150.00,Rs./Quintal
Maharashtra,Nagpur,Vegetables,Onion,26-03-2023,0.00,5.00,Metric Tonnes,1440.00,1600.00,1760.00,Rs./Quintal
Maharashtra,Nagpur,Vegetables,Onion,27-03-2023,0.00,381.00,Metric Tonnes,902.36,1127.17,1203.15,Rs./Quintal
Maharashtra,Nagpur,Vegetables,Onion,28-03-2023,0.00,308.00,Metric Tonnes,850.00,1125.00,1150.00,Rs./Quintal
Maharashtra,Nagpur,Vegetables,Onion,29-03-2023,0.00,406.00,Metric Tonnes,850.00,1075.00,1150.00,Rs./Quintal
Maharashtra,Nagpur,Vegetables,Onion,30-03-2023,0.00,5.00,Metric Tonnes,1280.00,1440.00,1600.00,Rs./Quintal
Maharashtra,Nagpur,Vegetables,Onion,31-03-2023,0.00,3.00,Metric Tonnes,1200.00,1400.00,1600.00,Rs./Quintal
